time,flux
3312.8612383690074,72673.8828125
3312.864016054483,72267.0234375
3312.8667937399587,72385.9921875
3312.8681825825793,72692.5625
3312.8695714254336,72516.1328125
3312.870960268055,72528.0234375
3312.872349110676,72217.1484375
3312.87373795353,72093.6796875
3312.875126796152,71982.09375
3312.876515638772,72399.3671875
3312.877904481627,72373.5390625
3312.879293324248,72460.78125
3312.880682166869,72512.1875
3312.8820710094906,72743.90625
3312.883459852112,72392.40625
3312.8848486949664,72484.390625
3312.886237537588,72398.046875
3312.8876263802085,72493.59375
3312.88901522283,72430.0625
3312.8904040654515,72136.1484375
3312.891792908072,72525.578125
3312.893181750694,72473.9765625
3312.894570593315,72320.8671875
3312.895959435936,72606.59375
3312.8973482785573,72235.265625
3312.8987371211792,72576.234375
3312.9001259638,72637.59375
3312.9015148064213,72403.2421875
3312.9029036490424,72308.7578125
3312.9042924916635,72475.3125
3312.905681334285,72546.5859375
3312.9070701769065,72590.71875
3312.9084590195266,72376.6640625
3312.909847862147,72481.8359375
3312.9112367047687,72435.3671875
3312.912625547157,72555.4453125
3312.914014389778,72467.65625
3312.9154032324,72529.515625
3312.9167920750206,72543.515625
3312.918180917642,72474.3359375
3312.9195697600303,72465.5078125
3312.9209586026514,72737.734375
3312.922347445273,72502.25
3312.9237362876615,72578.0078125
3312.9251251302826,72425.671875
3312.9265139729036,72457.6640625
3312.9279028152923,72366.609375
3312.929291657913,72469.9375
3312.930680500535,72312.34375
3312.933458185544,72435.4765625
3312.934847027933,72627.546875
3312.9362358705544,72683.984375
3312.937624713175,72450.875
3312.9390135555636,72513.953125
3312.940402398185,72579.6953125
3312.941791240573,72539.5703125
3312.9431800829616,72638.9765625
3312.944568925583,72320.703125
3312.9459577679713,72261.9609375
3312.9473466105924,71957.2421875
3312.9487354529815,71847.640625
3312.9501242956017,71579.3125
3312.951513137991,71421.453125
3312.952901980379,71113.6328125
3312.954290823,70807.15625
3312.9570685077774,70017.3671875
3312.9584573503985,69593.78125
3312.9598461927867,69254.7421875
3312.962623877563,68258.8828125
3312.9640127199514,68027.3671875
3312.9654015625724,67618.609375
3312.9667904049597,67047.6015625
3312.968179247349,66517.921875
3312.969568089737,66054.5234375
3312.9709569321253,65539.953125
3312.972345774514,65049.16015625
3312.9737346171355,64479.8515625
3312.9751234595237,63962.6640625
3312.976512301912,63384.83984375
3312.9779011443006,62772.14453125
3312.9792899866884,62226.82421875
3312.9806788290775,61698.9375
3312.9820676714658,61098.12890625
3312.983456513854,60484.5546875
3312.9862341986313,59255.14453125
3312.987623041019,58583.27734375
3312.989011883408,58055.3984375
3312.9904007257965,57307.5390625
3312.9917895679523,56660.68359375
3312.9931784103405,56020.6171875
3312.9945672527288,55519.453125
3312.9959560951174,54895.34375
3312.997344937506,54269.57421875
3312.9987337798943,53603.8515625
3313.0015114644384,52354.47265625
3313.002900306826,51755.640625
3313.0056779913707,50543.99609375
3313.007066833759,49856.734375
3313.0084556761476,49358.84765625
3313.011233360691,48114.4609375
3313.01262220308,47570.6640625
3313.0140110452357,46948.28515625
3313.0153998876235,46398.15234375
3313.016788730012,45905.84375
3313.018177572168,45396.6328125
3313.0195664145563,44901.1171875
3313.020955256711,44482.0234375
3313.022344099099,44014.65625
3313.023732941487,43620.70703125
3313.0251217836426,43137.49609375
3313.026510625799,42812.32421875
3313.0278994681867,42454.30078125
3313.0292883103425,42164.21875
3313.030677152731,41912.57421875
3313.032065994886,41664.06640625
3313.033454837275,41513.98046875
3313.0348436794307,41349.73828125
3313.036232521586,41205.640625
3313.0376213639743,41174.71875
3313.0390102061306,41108.06640625
3313.040399048285,41084.3515625
3313.041787890674,41171.828125
3313.0431767328296,41267.265625
3313.044565574985,41403.10546875
3313.0459544173737,41643.61328125
3313.0473432595295,41829.765625
3313.048732101685,42097.2421875
3313.0501209438403,42372.2890625
3313.051509786229,42700.19921875
3313.052898628384,43057.8828125
3313.05428747054,43382.45703125
3313.0556763126956,43806.76953125
3313.057065154851,44239.41015625
3313.0584539970064,44764.52734375
3313.0598428393955,45204.5078125
3313.0612316815505,45721.20703125
3313.0626205237063,46226.9453125
3313.064009365862,46827.3515625
3313.065398208017,47304.5859375
3313.066787050173,47931.1171875
3313.068175892329,48460.14453125
3313.069564734484,49022.48046875
3313.0709535766396,49641.70703125
3313.072342418796,50235.97265625
3313.0737312609504,50826.33203125
3313.0751201031067,51413.76953125
3313.076508945262,52052.30078125
3313.079286629339,53353.5234375
3313.080675471495,53952.46875
3313.0834531558057,55199.13671875
3313.0848419979616,55814.984375
3313.0876196820395,57116.734375
3313.089008524196,57748.15234375
3313.0903973663503,58391.765625
3313.0917862085066,58948.3203125
3313.093175050662,59627.5078125
3313.0945638925846,60147.78515625
3313.0959527347404,60765.01953125
3313.0973415768963,61418.93359375
3313.0987304188184,61989.10546875
3313.100119260974,62537.9375
3313.10150810313,63129.4140625
3313.102896945053,63676.9140625
3313.104285787209,64257.734375
3313.105674629131,64790.3515625
3313.107063471287,65318.75
3313.1084523134427,65841.96875
3313.1098411553653,66336.1328125
3313.1112299975207,66834.2890625
3313.112618839444,67266.484375
3313.1140076815987,67765.2109375
3313.115396523522,68209.640625
3313.1167853656775,68691.6015625
3313.1181742076,69082.3515625
3313.119563049756,69460.078125
3313.120951891679,69883.34375
3313.1223407338343,70198.5390625
3313.123729575757,70636.171875
3313.12511841768,70829.1328125
3313.126507259835,71125.265625
3313.1278961017583,71519.125
3313.1292849439137,71758.9609375
3313.1306737858363,72050.125
3313.132062627759,72204.0
3313.1334514696814,72355.8125
3313.134840311836,72543.0625
3313.136229153759,72595.8203125
3313.137617995682,72541.125
3313.1390068378373,72645.734375
3313.14039567976,72618.9765625
3313.141784521683,72559.53125
3313.143173363605,72602.2109375
3313.1445622055285,72650.6328125
3313.145951047684,72603.953125
3313.1473398896064,72562.640625
3313.148728731529,72644.109375
3313.1501175734525,72631.171875
3313.1515064153746,72669.0625
3313.1528952572976,72626.6171875
3313.1542840992206,72552.484375
3313.1556729411427,72591.953125
3313.1570617832986,72639.6171875
3313.1584506252216,72632.2890625
3313.159839467144,72627.21875
3313.1612283090667,72631.890625
3313.16261715099,72680.4375
3313.164005992912,72565.1796875
3313.1653948348353,72611.4140625
3313.166783676525,72701.859375
3313.1681725184476,72611.1171875
3313.1695613603706,72574.9140625
3313.1709502022936,72662.9921875
3313.172339044216,72687.78125
3313.1737278861387,72586.578125
3313.1751167280618,72608.6875
3313.176505569984,72610.3984375
3313.1778944119073,72645.390625
3313.179283253597,72592.46875
3313.1806720955196,72515.515625
3313.182060937442,72734.9921875
3313.1834497793657,72651.265625
3313.184838621288,72642.34375
3313.186227462978,72667.90625
3313.1876163049005,72636.46875
3313.189005146823,72584.4140625
3313.1903939887457,72682.5859375
3313.191782830435,72667.515625
3313.193171672357,72645.484375
3313.1945605142805,72648.125
3313.1959493559702,72640.234375
3313.197338197893,72609.1015625
3313.1987270398154,72573.8125
3313.200115881506,72638.125
3313.201504723428,72687.8203125
3313.2028935651183,72703.2578125
3313.204282407041,72623.4453125
3313.2056712489634,72699.734375
3313.2070600906536,72607.09375
3313.2084489325766,72624.21875
3313.209837774267,72600.6171875
3313.21122661619,72572.8359375
3313.2126154578796,72679.46875
3313.214004299802,72721.046875
3313.2153931414923,72644.9453125
3313.2167819834144,72699.109375
3313.218170825105,72684.046875
3313.2195596670276,72648.078125
3313.2209485087174,72704.8046875
3313.222337350407,72606.3671875
