time,flux
131.5021009578486,3500011.5
131.50278208823147,3499916.25
131.50346321873076,3500898.5
131.5041444492308,3501647.25
131.5048254797366,3502192.0
131.5055066102359,3503368.75
131.50618784073595,3503666.25
131.50686897123524,3503828.75
131.5075501017418,3504784.5
131.50823133224185,3505051.0
131.50891246274114,3505808.75
131.50959359324042,3507150.25
131.5102747237397,3507320.75
131.510955854239,3508039.0
131.51163698474556,3508267.25
131.51231811524485,3508389.25
131.5129993457449,3509836.0
131.5136804762442,3511002.25
131.51436170674424,3511281.25
131.5150428371344,3511004.25
131.51572386763291,3513000.25
131.5164049981322,3512962.75
131.51708622863225,3513917.25
131.51776735913154,3514460.5
131.5184485896316,3515399.5
131.51912972013815,3515484.0
131.51981085063744,3516503.75
131.5204920811375,3517063.0
131.52117311163602,3517546.25
131.52185424214258,3518584.25
131.52253547264263,3518763.75
131.52321660314192,3519681.5
131.5238977336412,3520474.25
131.52457896414126,3521661.5
131.52526009464054,3521353.0
131.5259412250307,3522381.75
131.52662225552922,3522471.25
131.52730348602927,3523277.25
131.52798461652856,3523790.25
131.5286658470286,3524560.75
131.52934697753517,3525675.5
131.53002810803446,3526236.75
131.53070923853375,3527111.75
131.5313904690338,3527181.5
131.53207149953232,3528010.75
131.53275263003889,3528629.75
131.53343386053893,3529028.0
131.53411499103822,3530226.25
131.5347961215375,3530444.0
131.53547735203756,3531078.75
131.53615848242043,3531819.25
131.536839612927,3532857.75
131.53752074342628,3532928.75
131.53820187392557,3533680.75
131.53888300442486,3534715.25
131.53956413492415,3535639.5
131.54024536543147,3535226.25
131.54092649593076,3536110.5
131.54160762643005,3537056.75
131.5422888569301,3537969.25
131.54296988742863,3539004.5
131.5436510179352,3538747.0
131.54433224843524,3539712.5
131.54501337893453,3540489.0
131.54569450943382,3541515.25
131.54637573993386,3541909.0
131.54705687031674,3542644.75
131.54773810082406,3542864.5
131.54841903132183,3544159.25
131.54910026182188,3544178.75
131.54978139232117,3545292.25
131.55046262282121,3545539.0
131.55114375332778,3546952.25
131.55182488382707,3547237.5
131.55250611432712,3547488.0
131.5531872448264,3548746.5
131.55386827532493,3548412.25
131.55454950583226,3549439.5
131.55523063633154,3550198.0
131.55591176671442,3551393.0
131.55659299721447,3551837.75
131.55727412771375,3552359.75
131.5579553582138,3553292.0
131.55863648872037,3553927.5
131.5593175192189,3554067.0
131.55999864971818,3555901.75
131.56067988021823,3555372.75
131.56136101071752,3556540.75
131.56204214122408,3557425.5
131.56272337172413,3557653.5
131.56340450222342,3558575.5
131.5640856327227,3559303.0
131.56476676310558,3560126.25
131.56544789361214,3560375.25
131.56612902411143,3560964.75
131.56681015461072,3561804.0
131.56749138511077,3562772.5
131.56817251561006,3563109.75
131.56885364611662,3564202.25
131.56953487661667,3564443.0
131.5702159071152,3565613.0
131.5708970376145,3565840.25
131.57157826811454,3566180.5
131.57225939861382,3567302.25
131.57294052900397,3567748.5
131.57362175950402,3568667.0
131.5743028900033,3569626.75
131.5749840205026,3570135.0
131.57566525100265,3570802.5
131.57634628150845,3571245.75
131.57702741200774,3572042.5
131.5777086425078,3572799.5
131.57838977300707,3573820.25
131.57907090350636,3574000.75
131.5797521340064,3575020.5
131.58043326451298,3575883.5
131.58111449501303,3575871.5
131.58179542539438,3576797.5
131.58247665589442,3578040.25
131.583157786401,3577972.5
131.58383901690104,3579279.0
131.58452014740033,3579680.25
131.5852012778996,3580105.75
131.58588250839966,3581231.75
131.58656363889895,3580673.5
131.58724466940475,3582327.75
131.5879258999048,3583396.25
131.5886070304041,3584087.0
131.58928816078696,3584582.0
131.589969391287,3585589.5
131.59065052179358,3586011.0
131.59133165229287,3587104.75
131.59201278279215,3587164.75
131.59269391329144,3588233.5
131.59337504379073,3588861.5
131.5940561742973,3589349.25
131.59473740479734,3590174.5
